name,kind,mass_msun,q1_kms2,rt_kpc,x_kpc,y_kpc,z_kpc,scale_kpc,diffuseness,overlap,eta_eff
BCG,galaxy,1707594660000.0002,164906.56914805758,44.535484008524755,0.0,0.0,0.0,11.0,0.24699405979049058,0.06167794632983659,0.3581189031886556
GAL_01,galaxy,51216917776.07969,28559.610615959395,7.712949753595279,34.83793070761629,-42.50771499108366,16.861840429460635,4.0571599075918305,0.5260192322270276,0.05616718710132539,0.4917727890863022
GAL_02,galaxy,91913137367.60544,38259.065475790325,10.332432525161364,-32.79090720428582,98.34022377661503,-44.98892432793401,4.524384498728278,0.437881833509251,0.03512115907535351,0.42510018159914653
GAL_03,galaxy,130982384865.08838,45672.20813560858,12.334462511503705,66.97599717012581,-134.01077979156835,56.34209653156512,4.857576467331987,0.3938214950835175,0.053661123050872804,0.4282532055947844
GAL_04,galaxy,62318662260.08983,31503.19659625582,8.507909148060088,43.93140254383135,-112.69427352994647,-165.45591130970763,4.203381459553569,0.4940557528769561,0.01804489609385245,0.43014047107875725
GAL_05,galaxy,104528013159.30807,40800.16412560563,11.018694199681601,112.24631422579809,-212.95976565448268,65.64349770365601,4.640613209015337,0.42115818126157206,0.045464642813335523,0.43084737242201826
GAL_06,galaxy,31866128542.494976,22527.355581578064,6.0838491118989975,18.27694841066299,-51.81560179587514,289.46466492565133,3.7423628564559044,0.6151307811261237,0.05410705289641071,0.5238603701867145
GAL_07,galaxy,267121287325.91794,65222.85599306793,17.614407206917534,-36.75978381711663,40.01090477924732,-336.45660855375075,5.667087921260652,0.3217302662921902,0.008530890423783861,0.31301774019926865
GAL_08,galaxy,127765867575.1618,45107.93921342782,12.182073254422468,-149.09855588286683,-80.34909238704799,349.55969601470554,4.8328171623000635,0.39671549016056046,0.03779344263028376,0.4072344543845814
GAL_09,galaxy,40729109304.017746,25468.18633723299,6.878064416764495,-196.22390371370187,384.16986504657257,74.45981444905529,3.8986288134812286,0.5668206311035364,0.02892697422909926,0.4779012945616877
GAL_10,galaxy,328794643270.3567,72361.56134390963,19.542321295704006,-88.13352995899943,-188.31182577815522,-442.64584091793813,5.943637654324153,0.30414184499314034,0.006033943490756932,0.2959758657908244
GAL_11,galaxy,86944463530.85934,37210.58762628254,10.049275409339476,325.90899616582203,-96.243199143273,422.86842043750613,4.475757048775156,0.44538107141690336,0.0161972027461143,0.4018670300442543
GAL_12,galaxy,103026070432.77145,40505.9787102643,10.939245030808822,402.38929937013717,297.08621249802593,-328.3075955502082,4.627270838610247,0.42299727500190365,0.008708358308395068,0.3776496966044971
GAL_13,galaxy,136663329348.20038,46652.13897317691,12.599107482116137,528.8824130683472,-308.98128882441796,-236.67872921422878,4.900357594667634,0.38894482022821614,0.01452335319060431,0.36676673322100684
GAL_14,galaxy,70228877255.20517,33442.8611001872,9.031744541295279,-708.2564330860718,-26.813258998092863,113.27415589012598,4.297491174997134,0.4758207182840463,0.010500342466108255,0.410007248823403
GAL_15,galaxy,67365309555.07842,32753.95267900834,8.845694524408426,570.9121487508057,-390.1923055265551,-364.67958105232185,4.264258758803358,0.4820716730649863,0.006938111456456593,0.4081782225545677
GAL_16,galaxy,276096549158.2113,66309.54557119537,17.90788397123899,792.5366487272329,250.84356980895848,172.11920364814588,5.709750401191966,0.3188400377376874,0.005672978085313751,0.30565551607907215
GAL_17,galaxy,156922403888.042,49990.564234156576,13.500699126355173,588.426595225066,-140.1598894015116,692.3420711758546,5.0441292025175954,0.37361985148389687,0.0017206170190222439,0.33539085116450074
